"id" "timeL" "timeR" "time" "x1" "x2" "x3" "x4" "x5" "x6" "x7" "x8" "x9" "x10" "status"
"1" 1 0 0.266500427620485 0.141371801289365 1.74586594563817 1.57309068896016 1.85815381868773 1.92838334446677 0.706859721253815 -0.401912485878394 0.0573643557981178 -0.779462262130582 -0.12761822656817 -0.179480733303138 3
"2" 2 0.991083778906614 9999 1.18677598958367 -0.188738243920405 0.129011018639742 -0.520617411962864 -0.606787407173036 -0.100309350709265 -0.0224891821086302 -1.26285102587733 -2.05753073638062 -2.75833533889361 -1.99638771161049 0
"3" 3 0.498538095969707 0.677825602469966 0.572851624831756 -1.2816395474786 -0.755095714293124 0.110363114342918 -1.45466636698043 -1.86319427613027 -2.14453792016749 -1.76685091698137 -0.195168932445714 -0.168218260540887 -0.814149595020065 3
"4" 4 0.307410228764638 0.420178115367889 0.316479360639327 0.662742495707161 0.37308307619921 -0.659564816857058 1.34924031884236 0.741392139063104 1.12531110241306 -0.0545425514052147 -0.727989526613431 -0.907055356091503 -1.03020096383946 3
"5" 5 0.299895966192707 0.412313478067517 0.336475547757599 1.24440260655519 0.61648547000201 1.27716385416335 1.10050156904584 0.876938406669309 0.201518662248732 0.245716667831201 -1.22499031097794 -0.433662843155231 0.836926075553515 3
"6" 6 0.803870325442404 0.905051570851356 0.859891967848421 -0.727547821171738 -0.641838568649377 0.136876446983474 0.861331693138655 1.03004316172727 -0.058573732673215 -1.35045762767032 -1.04293209488026 -0.349882196082877 1.28660771227328 3
"7" 7 0 0.220850064884871 0.0938834415854641 0.674227740630691 1.09981366471817 1.34458398703144 -1.07964564310651 -1.08378428607948 -0.223108463170707 -1.86657989331456 -0.296772187475049 -2.01653217644755 -1.2528983314749 3
"8" 8 0.263947781873867 0.373460435541347 0.332759990476464 0.301388680744782 0.440681863915376 0.627103732562142 2.56241865627558 1.02985851525914 0.508080825487544 -0.422413824401496 -0.580647519699342 0.621142252684618 0.463217656816353 3
"9" 9 0.922678035916761 9999 1.42820525539603 -0.866235201328893 -0.110990341694852 0.708430220868922 1.20774884884141 -0.212729148745731 0.411955686036272 0.324272745469068 -0.13770150472796 0.850880268029004 -0.83558520190173 0
"10" 10 0.839631391689181 9999 0.928431825463465 0.246808635476963 -1.00122587273522 -0.649631722137365 -0.456993880204225 0.668224402728801 -0.345730859408093 -0.802689562208516 -0.847633999760874 -0.641462666469077 -1.54697257958005 0
"11" 11 0.172141472576186 0.190778665943071 0.179442477047477 1.65899496656822 0.377865634192852 0.890491122253182 0.314417679987283 -0.944199855178105 -0.0222573099670364 0.257900381416681 0.229812010314061 1.09939678192206 0.303428932633617 3
"12" 12 0 0.171722632599995 0.12774721221138 0.734934037750895 1.57085049998747 -0.37875509230257 1.19513390735914 -0.299332409533902 0.987414976040793 0.71570257375669 0.464101357863872 -0.438833387741241 1.15629618398412 3
"13" 13 0.0351787668187171 0.289046220714226 0.206543576261076 1.54297794574676 1.54129487574261 0.845610274927982 -0.101575283719678 0.0128838070184109 0.385771141451309 0.189596597206345 -0.584972287547715 -1.14804373992241 0.462363499606405 3
"14" 14 0.107505232328549 0.247072442434728 0.148516938431385 0.332185483129958 -0.57083640453879 -0.627261883734754 -0.110054669593149 0.406948704529245 1.88621306315102 0.22563425345667 0.791970937380115 0.764696307954595 0.465623312692619 3
"15" 15 0.187843171181157 0.296031341888011 0.256533542559376 1.72766212076405 0.283280603476059 0.442074672008095 -0.953198927924855 -0.00952630775299157 -0.456661279138594 0.177576090509156 0.380880220740852 -0.413437140817652 -0.127714655167183 3
"16" 16 0.943318598903716 9999 2.11221581568577 -0.0307197355288729 -1.80088424642318 -1.37616798140404 -0.498152846651926 -1.23344796400148 -1.37984233081963 -1.28908885231171 -0.0828322276582125 -0.0319226278174027 -1.42957051956374 0
"17" 17 0.00384975597262383 0.109093752456829 0.0601409350874795 1.35018635343315 -0.371748611887938 0.551805715901007 0.242731325113352 -0.284269449685157 -0.471477668101087 -1.23802290042366 -0.978195330742709 -0.095165198421246 -0.204552048788141 3
"18" 18 0.0152347527910024 0.1198516683653 0.0542605822068127 0.459789454440843 0.728019331867445 0.690291826382147 -0.322224409512582 -0.614136732237236 1.0717952996786 -1.52652044281177 0.305100889945704 0.282231179765431 -0.105786576957912 3
"19" 19 0.297440547961742 0.551180992275476 0.304219201759505 0.834927238292727 -0.713953154514684 -0.360992898281636 0.334219413423841 1.19048601093003 -0.141092099450108 0.0203041675616945 -0.22150256394481 0.0270158160780961 -0.515485613839139 3
"20" 20 0.911814313614741 9999 1.70238282392759 -0.979328756451091 -2.03263294029204 0.0168857384742302 -1.22421435479218 -0.504773317178406 0.46886396431175 0.274612988743447 -0.598994337444001 -1.40755700390464 -0.767876207407696 0
"21" 21 0.400076223071665 0.786279952619225 0.680587967657748 -1.34794239868742 0.993854488549462 1.10272295864272 -0.775236362621047 -0.314527587641969 -0.263785621121154 -0.816294391648119 0.416071039144735 0.469419516305423 -0.17872967798106 3
"22" 22 0.0822500062640756 0.337751610437408 0.0977227390573164 -0.670816508516963 0.425038905273511 1.16082944179074 1.41699889674039 0.353710161332458 0.82377162100272 1.25598315963332 0.919373623055592 0.985798021224504 0.109693562054006 3
